Postaja,Leto,Mesec,NOX
ms rakican,2018,Okt,20.0
nova gorica,2018,Okt,51.0
trbovlje,2018,Okt,35.0
zagorje,2018,Okt,40.0
koper,2018,Okt,20.0
sostanj,2018,Okt,15.0
zavodnje,2018,Okt,7.0
skale,2018,Okt,6.0
sv. mohor,2018,Okt,8.0
lj center,2018,Okt,100.0
ce gaji,2018,Okt,43.0
mb vrbanski,2018,Okt,12.0
lj bezigrad,2018,Nov,41.0
maribor,2018,Nov,78.0
celje,2018,Nov,50.0
ms rakican,2018,Nov,22.0
nova gorica,2018,Nov,37.0
trbovlje,2018,Nov,30.0
zagorje,2018,Nov,40.0
koper,2018,Nov,22.0
sostanj,2018,Nov,17.0
zavodnje,2018,Nov,9.0
skale,2018,Nov,10.0
sv. mohor,2018,Nov,10.0
lj center,2018,Nov,109.0
ce gaji,2018,Nov,38.0
mb vrbanski,2018,Nov,27.0
lj bezigrad,2018,Dec,108.0
maribor,2018,Dec,112.0
celje,2018,Dec,118.0
ms rakican,2018,Dec,49.0
nova gorica,2018,Dec,100.0
trbovlje,2018,Dec,56.0
zagorje,2018,Dec,56.0
koper,2018,Dec,36.0
sostanj,2018,Dec,27.0
zavodnje,2018,Dec,9.0
skale,2018,Dec,15.0
sv. mohor,2018,Dec,15.0
lj center,2018,Dec,194.0
ce gaji,2018,Dec,102.0
mb vrbanski,2018,Dec,42.0
lj bezigrad,2019,Jan,72.0
maribor,2019,Jan,83.0
celje,2019,Jan,88.0
ms rakican,2019,Jan,26.0
nova gorica,2019,Jan,102.0
trbovlje,2019,Jan,41.0
zagorje,2019,Jan,49.0
koper,2019,Jan,24.0
sostanj,2019,Jan,21.0
zavodnje,2019,Jan,8.0
skale,2019,Jan,12.0
sv. mohor,2019,Jan,10.0
lj center,2019,Jan,148.0
ce gaji,2019,Jan,71.0
mb vrbanski,2019,Jan,35.0
lj bezigrad,2019,Feb,89.0
maribor,2019,Feb,81.0
celje,2019,Feb,92.0
ms rakican,2019,Feb,26.0
nova gorica,2019,Feb,79.0
trbovlje,2019,Feb,55.0
zagorje,2019,Feb,58.0
koper,2019,Feb,28.0
sostanj,2019,Feb,21.0
zavodnje,2019,Feb,9.0
skale,2019,Feb,12.0
sv. mohor,2019,Feb,10.0
lj center,2019,Feb,168.0
ce gaji,2019,Feb,65.0
mb vrbanski,2019,Feb,31.0
lj bezigrad,2019,Mar,37.0
maribor,2019,Mar,54.0
celje,2019,Mar,55.0
ms rakican,2019,Mar,17.0
nova gorica,2019,Mar,50.0
trbovlje,2019,Mar,41.0
zagorje,2019,Mar,37.0
koper,2019,Mar,21.0
sostanj,2019,Mar,15.0
zavodnje,2019,Mar,6.0
skale,2019,Mar,6.0
sv. mohor,2019,Mar,5.0
lj center,2019,Mar,101.0
ce gaji,2019,Mar,42.0
mb vrbanski,2019,Mar,18.0
lj bezigrad,2019,Apr,33.0
maribor,2019,Apr,43.0
celje,2019,Apr,40.0
ms rakican,2019,Apr,12.0
nova gorica,2019,Apr,35.0
trbovlje,2019,Apr,38.0
zagorje,2019,Apr,30.0
koper,2019,Apr,18.0
sostanj,2019,Apr,9.0
zavodnje,2019,Apr,6.0
skale,2019,Apr,7.0
sv. mohor,2019,Apr,5.0
lj center,2019,Apr,92.0
ce gaji,2019,Apr,43.0
mb vrbanski,2019,Apr,17.0
lj bezigrad,2019,Maj,24.0
maribor,2019,Maj,38.0
celje,2019,Maj,22.0
ms rakican,2019,Maj,8.0
nova gorica,2019,Maj,27.0
trbovlje,2019,Maj,21.0
zagorje,2019,Maj,21.0
koper,2019,Maj,15.0
sostanj,2019,Maj,6.0
zavodnje,2019,Maj,4.0
skale,2019,Maj,9.0
sv. mohor,2019,Maj,4.0
lj center,2019,Maj,64.0
ce gaji,2019,Maj,45.0
mb vrbanski,2019,Maj,13.0
lj bezigrad,2019,Jun,22.0
maribor,2019,Jun,35.0
celje,2019,Jun,21.0
ms rakican,2019,Jun,9.0
nova gorica,2019,Jun,25.0
trbovlje,2019,Jun,17.0
zagorje,2019,Jun,18.0
koper,2019,Jun,15.0
sostanj,2019,Jun,10.0
zavodnje,2019,Jun,4.0
skale,2019,Jun,5.0
sv. mohor,2019,Jun,4.0
lj center,2019,Jun,57.0
ce gaji,2019,Jun,50.0
mb vrbanski,2019,Jun,11.0
lj bezigrad,2019,Jul,20.0
maribor,2019,Jul,29.0
celje,2019,Jul,19.0
ms rakican,2019,Jul,10.0
nova gorica,2019,Jul,23.0
trbovlje,2019,Jul,14.0
zagorje,2019,Jul,18.0
koper,2019,Jul,15.0
sostanj,2019,Jul,12.0
zavodnje,2019,Jul,3.0
skale,2019,Jul,7.0
sv. mohor,2019,Jul,4.0
lj center,2019,Jul,75.0
ce gaji,2019,Jul,48.0
mb vrbanski,2019,Jul,9.0
lj bezigrad,2019,Avg,20.0
maribor,2019,Avg,28.0
celje,2019,Avg,19.0
ms rakican,2019,Avg,10.0
nova gorica,2019,Avg,24.0
trbovlje,2019,Avg,17.0
zagorje,2019,Avg,17.0
koper,2019,Avg,13.0
sostanj,2019,Avg,10.0
zavodnje,2019,Avg,4.0
skale,2019,Avg,5.0
sv. mohor,2019,Avg,3.0
lj center,2019,Avg,72.0
ce gaji,2019,Avg,23.0
mb vrbanski,2019,Avg,7.0
lj bezigrad,2019,Sep,27.0
maribor,2019,Sep,34.0
celje,2019,Sep,34.0
ms rakican,2019,Sep,14.0
nova gorica,2019,Sep,36.0
trbovlje,2019,Sep,20.0
zagorje,2019,Sep,27.0
koper,2019,Sep,13.0
sostanj,2019,Sep,11.0
zavodnje,2019,Sep,5.0
skale,2019,Sep,5.0
sv. mohor,2019,Sep,5.0
lj center,2019,Sep,102.0
ce gaji,2019,Sep,25.0
mb vrbanski,2019,Sep,7.0
lj bezigrad,2019,Okt,43.0
maribor,2019,Okt,52.0
celje,2019,Okt,47.0
ms rakican,2019,Okt,19.0
nova gorica,2019,Okt,59.0
trbovlje,2019,Okt,23.0
zagorje,2019,Okt,38.0
koper,2019,Okt,13.0
sostanj,2019,Okt,16.0
zavodnje,2019,Okt,7.0
skale,2019,Okt,7.0
sv. mohor,2019,Okt,5.0
lj center,2019,Okt,123.0
ce gaji,2019,Okt,32.0
mb vrbanski,2019,Okt,11.0
lj bezigrad,2019,Nov,50.0
maribor,2019,Nov,56.0
celje,2019,Nov,53.0
ms rakican,2019,Nov,19.0
nova gorica,2019,Nov,56.0
trbovlje,2019,Nov,40.0
zagorje,2019,Nov,44.0
koper,2019,Nov,11.0
sostanj,2019,Nov,15.0
zavodnje,2019,Nov,6.0
skale,2019,Nov,9.0
sv. mohor,2019,Nov,9.0
lj center,2019,Nov,144.0
ce gaji,2019,Nov,41.0
mb vrbanski,2019,Nov,21.0
lj bezigrad,2019,Dec,92.0
maribor,2019,Dec,67.0
celje,2019,Dec,82.0
ms rakican,2019,Dec,29.0
nova gorica,2019,Dec,74.0
trbovlje,2019,Dec,58.0
zagorje,2019,Dec,57.0
koper,2019,Dec,25.0
sostanj,2019,Dec,16.0
zavodnje,2019,Dec,6.0
skale,2019,Dec,9.0
sv. mohor,2019,Dec,7.0
lj center,2019,Dec,
ce gaji,2019,Dec,38.0
mb vrbanski,2019,Dec,45.0
lj bezigrad,2020,Jan,112.0
lj celovska,2020,Jan,
mb titova,2020,Jan,90.0
mb vrbanski,2020,Jan,108.0
ce bolnica,2020,Jan,33.0
ms rakican,2020,Jan,109.0
ng grcna,2020,Jan,66.0
trbovlje,2020,Jan,69.0
zagorje,2020,Jan,38.0
koper,2020,Jan,36.0
sostanj,2020,Jan,11.0
skale,2020,Jan,18.0
sv. mohor,2020,Jan,15.0
lj center,2020,Jan,222.0
ce gaji,2020,Jan,69.0
mb tezno,2020,Jan,103.0
lj bezigrad,2020,Feb,41.0
lj celovska,2020,Feb,
mb titova,2020,Feb,58.0
mb vrbanski,2020,Feb,53.0
ce bolnica,2020,Feb,23.0
ms rakican,2020,Feb,65.0
ng grcna,2020,Feb,32.0
trbovlje,2020,Feb,37.0
zagorje,2020,Feb,28.0
koper,2020,Feb,20.0
sostanj,2020,Feb,6.0
skale,2020,Feb,10.0
sv. mohor,2020,Feb,6.0
lj center,2020,Feb,114.0
ce gaji,2020,Feb,39.0
mb tezno,2020,Feb,53.0
lj bezigrad,2020,Mar,20.0
lj celovska,2020,Mar,
mb titova,2020,Mar,36.0
mb vrbanski,2020,Mar,31.0
ce bolnica,2020,Mar,14.0
ms rakican,2020,Mar,30.0
ng grcna,2020,Mar,22.0
trbovlje,2020,Mar,24.0
zagorje,2020,Mar,19.0
koper,2020,Mar,11.0
sostanj,2020,Mar,5.0
skale,2020,Mar,7.0
sv. mohor,2020,Mar,5.0
lj center,2020,Mar,62.0
ce gaji,2020,Mar,28.0
mb tezno,2020,Mar,31.0
lj bezigrad,2020,Apr,16.0
lj celovska,2020,Apr,
mb titova,2020,Apr,23.0
mb vrbanski,2020,Apr,26.0
ce bolnica,2020,Apr,14.0
ms rakican,2020,Apr,16.0
ng grcna,2020,Apr,21.0
trbovlje,2020,Apr,16.0
zagorje,2020,Apr,13.0
koper,2020,Apr,10.0
sostanj,2020,Apr,5.0
skale,2020,Apr,6.0
sv. mohor,2020,Apr,5.0
lj center,2020,Apr,39.0
ce gaji,2020,Apr,29.0
mb tezno,2020,Apr,24.0
lj bezigrad,2020,Maj,15.0
lj celovska,2020,Maj,
mb titova,2020,Maj,32.0
mb vrbanski,2020,Maj,19.0
ce bolnica,2020,Maj,14.0
ms rakican,2020,Maj,17.0
ng grcna,2020,Maj,15.0
trbovlje,2020,Maj,14.0
zagorje,2020,Maj,11.0
koper,2020,Maj,9.0
sostanj,2020,Maj,4.0
skale,2020,Maj,4.0
sv. mohor,2020,Maj,4.0
lj center,2020,Maj,41.0
ce gaji,2020,Maj,20.0
mb tezno,2020,Maj,16.0
lj bezigrad,2020,Jun,13.0
lj celovska,2020,Jun,33.0
mb titova,2020,Jun,37.0
mb vrbanski,2020,Jun,18.0
ce bolnica,2020,Jun,13.0
ms rakican,2020,Jun,20.0
ng grcna,2020,Jun,14.0
trbovlje,2020,Jun,12.0
zagorje,2020,Jun,11.0
koper,2020,Jun,7.0
sostanj,2020,Jun,3.0
skale,2020,Jun,5.0
sv. mohor,2020,Jun,4.0
lj center,2020,Jun,48.0
ce gaji,2020,Jun,33.0
mb tezno,2020,Jun,18.0
lj bezigrad,2020,Jul,17.0
lj celovska,2020,Jul,32.0
mb titova,2020,Jul,36.0
mb vrbanski,2020,Jul,17.0
ce bolnica,2020,Jul,8.0
ms rakican,2020,Jul,21.0
ng grcna,2020,Jul,14.0
trbovlje,2020,Jul,20.0
zagorje,2020,Jul,16.0
koper,2020,Jul,8.0
sostanj,2020,Jul,3.0
skale,2020,Jul,4.0
sv. mohor,2020,Jul,2.0
lj center,2020,Jul,49.0
ce gaji,2020,Jul,70.0
mb tezno,2020,Jul,13.0
lj bezigrad,2020,Avg,18.0
lj celovska,2020,Avg,33.0
mb titova,2020,Avg,34.0
mb vrbanski,2020,Avg,20.0
ce bolnica,2020,Avg,7.0
ms rakican,2020,Avg,22.0
ng grcna,2020,Avg,15.0
trbovlje,2020,Avg,21.0
zagorje,2020,Avg,13.0
koper,2020,Avg,10.0
sostanj,2020,Avg,4.0
skale,2020,Avg,5.0
sv. mohor,2020,Avg,4.0
lj center,2020,Avg,52.0
ce gaji,2020,Avg,67.0
mb tezno,2020,Avg,15.0
lj bezigrad,2020,Sep,29.0
lj celovska,2020,Sep,46.0
mb titova,2020,Sep,49.0
mb vrbanski,2020,Sep,28.0
ce bolnica,2020,Sep,10.0
ms rakican,2020,Sep,34.0
ng grcna,2020,Sep,22.0
trbovlje,2020,Sep,29.0
zagorje,2020,Sep,12.0
koper,2020,Sep,12.0
sostanj,2020,Sep,5.0
skale,2020,Sep,10.0
sv. mohor,2020,Sep,4.0
lj center,2020,Sep,69.0
ce gaji,2020,Sep,22.0
mb tezno,2020,Sep,23.0
lj bezigrad,2020,Okt,41.0
lj celovska,2020,Okt,57.0
mb titova,2020,Okt,58.0
mb vrbanski,2020,Okt,35.0
ce bolnica,2020,Okt,16.0
ms rakican,2020,Okt,46.0
ng grcna,2020,Okt,27.0
trbovlje,2020,Okt,39.0
zagorje,2020,Okt,15.0
koper,2020,Okt,13.0
sostanj,2020,Okt,6.0
skale,2020,Okt,12.0
sv. mohor,2020,Okt,6.0
lj center,2020,Okt,86.0
ce gaji,2020,Okt,51.0
mb tezno,2020,Okt,42.0
lj bezigrad,2020,Nov,54.0
lj celovska,2020,Nov,70.0
mb titova,2020,Nov,60.0
mb vrbanski,2020,Nov,51.0
ce bolnica,2020,Nov,22.0
ms rakican,2020,Nov,63.0
ng grcna,2020,Nov,40.0
trbovlje,2020,Nov,52.0
zagorje,2020,Nov,22.0
koper,2020,Nov,24.0
sostanj,2020,Nov,13.0
skale,2020,Nov,19.0
sv. mohor,2020,Nov,9.0
lj center,2020,Nov,98.0
ce gaji,2020,Nov,43.0
mb tezno,2020,Nov,52.0
lj bezigrad,2020,Dec,59.0
lj celovska,2020,Dec,89.0
mb titova,2020,Dec,67.0
mb vrbanski,2020,Dec,49.0
ce bolnica,2020,Dec,20.0
ms rakican,2020,Dec,70.0
ng grcna,2020,Dec,37.0
trbovlje,2020,Dec,53.0
zagorje,2020,Dec,30.0
koper,2020,Dec,21.0
sostanj,2020,Dec,9.0
skale,2020,Dec,19.0
sv. mohor,2020,Dec,11.0
lj center,2020,Dec,119.0
ce gaji,2020,Dec,43.0
mb tezno,2020,Dec,45.0
lj bezigrad,2021,Jan,50.0
lj celovska,2021,Jan,83.0
mb titova,2021,Jan,60.0
mb vrbanski,2021,Jan,13.0
ce bolnica,2021,Jan,61.0
ms rakican,2021,Jan,23.0
ng grcna,2021,Jan,64.0
deskle,2021,Jan,16.0
trbovlje,2021,Jan,47.0
zagorje,2021,Jan,56.0
koper,2021,Jan,28.0
novo mesto,2021,Jan,25.0
sostanj,2021,Jan,17.0
zavodnje,2021,Jan,6.0
skale,2021,Jan,11.0
mobilna tes,2021,Jan,22.0
sv. mohor,2021,Jan,10.0
lj center,2021,Jan,96.0
zadobrova,2021,Jan,50.0
ce gaji,2021,Jan,50.0
mb tezno,2021,Jan,51.0
lj bezigrad,2021,Feb,42.0
lj celovska,2021,Feb,74.0
mb titova,2021,Feb,75.0
mb vrbanski,2021,Feb,16.0
ce bolnica,2021,Feb,55.0
ms rakican,2021,Feb,21.0
ng grcna,2021,Feb,60.0
deskle,2021,Feb,17.0
trbovlje,2021,Feb,30.0
zagorje,2021,Feb,49.0
koper,2021,Feb,33.0
novo mesto,2021,Feb,25.0
sostanj,2021,Feb,20.0
zavodnje,2021,Feb,9.0
skale,2021,Feb,12.0
mobilna tes,2021,Feb,26.0
sv. mohor,2021,Feb,7.0
lj center,2021,Feb,87.0
zadobrova,2021,Feb,40.0
ce gaji,2021,Feb,36.0
mb tezno,2021,Feb,63.0
lj bezigrad,2021,Mar,39.0
lj celovska,2021,Mar,70.0
mb titova,2021,Mar,60.0
mb vrbanski,2021,Mar,9.0
ce bolnica,2021,Mar,44.0
ms rakican,2021,Mar,17.0
ng grcna,2021,Mar,45.0
deskle,2021,Mar,14.0
trbovlje,2021,Mar,36.0
zagorje,2021,Mar,43.0
koper,2021,Mar,22.0
novo mesto,2021,Mar,19.0
sostanj,2021,Mar,15.0
zavodnje,2021,Mar,6.0
skale,2021,Mar,11.0
mobilna tes,2021,Mar,21.0
sv. mohor,2021,Mar,6.0
lj center,2021,Mar,88.0
zadobrova,2021,Mar,29.0
ce gaji,2021,Mar,32.0
mb tezno,2021,Mar,44.0
lj bezigrad,2021,Apr,23.0
lj celovska,2021,Apr,45.0
mb titova,2021,Apr,40.0
mb vrbanski,2021,Apr,5.0
ce bolnica,2021,Apr,25.0
ms rakican,2021,Apr,12.0
ng grcna,2021,Apr,27.0
deskle,2021,Apr,11.0
trbovlje,2021,Apr,23.0
zagorje,2021,Apr,29.0
koper,2021,Apr,15.0
novo mesto,2021,Apr,11.0
sostanj,2021,Apr,10.0
zavodnje,2021,Apr,4.0
skale,2021,Apr,9.0
mobilna tes,2021,Apr,13.0
sv. mohor,2021,Apr,4.0
lj center,2021,Apr,54.0
zadobrova,2021,Apr,17.0
ce gaji,2021,Apr,19.0
mb tezno,2021,Apr,26.0
lj bezigrad,2021,Maj,19.0
lj celovska,2021,Maj,40.0
mb titova,2021,Maj,39.0
mb vrbanski,2021,Maj,7.0
ce bolnica,2021,Maj,16.0
ms rakican,2021,Maj,9.0
ng grcna,2021,Maj,22.0
deskle,2021,Maj,10.0
trbovlje,2021,Maj,16.0
zagorje,2021,Maj,24.0
koper,2021,Maj,11.0
novo mesto,2021,Maj,6.0
sostanj,2021,Maj,8.0
zavodnje,2021,Maj,4.0
skale,2021,Maj,7.0
mobilna tes,2021,Maj,10.0
sv. mohor,2021,Maj,2.0
lj center,2021,Maj,49.0
zadobrova,2021,Maj,13.0
ce gaji,2021,Maj,16.0
mb tezno,2021,Maj,19.0
lj bezigrad,2021,Jun,19.0
lj celovska,2021,Jun,36.0
mb titova,2021,Jun,41.0
mb vrbanski,2021,Jun,8.0
ce bolnica,2021,Jun,16.0
ms rakican,2021,Jun,10.0
ng grcna,2021,Jun,21.0
deskle,2021,Jun,10.0
trbovlje,2021,Jun,
zagorje,2021,Jun,22.0
koper,2021,Jun,14.0
novo mesto,2021,Jun,7.0
sostanj,2021,Jun,8.0
zavodnje,2021,Jun,6.0
skale,2021,Jun,7.0
mobilna tes,2021,Jun,11.0
sv. mohor,2021,Jun,3.0
lj center,2021,Jun,76.0
zadobrova,2021,Jun,15.0
ce gaji,2021,Jun,16.0
mb tezno,2021,Jun,18.0
lj bezigrad,2021,Jul,17.0
lj celovska,2021,Jul,37.0
mb titova,2021,Jul,37.0
mb vrbanski,2021,Jul,7.0
ce bolnica,2021,Jul,21.0
ms rakican,2021,Jul,7.0
ng grcna,2021,Jul,22.0
deskle,2021,Jul,12.0
trbovlje,2021,Jul,
zagorje,2021,Jul,22.0
koper,2021,Jul,11.0
novo mesto,2021,Jul,7.0
sostanj,2021,Jul,9.0
zavodnje,2021,Jul,7.0
skale,2021,Jul,7.0
mobilna tes,2021,Jul,9.0
sv. mohor,2021,Jul,2.0
lj center,2021,Jul,50.0
zadobrova,2021,Jul,17.0
ce gaji,2021,Jul,15.0
mb tezno,2021,Jul,18.0
lj bezigrad,2021,Avg,18.0
lj celovska,2021,Avg,41.0
mb titova,2021,Avg,34.0
mb vrbanski,2021,Avg,7.0
ce bolnica,2021,Avg,19.0
ms rakican,2021,Avg,9.0
ng grcna,2021,Avg,24.0
deskle,2021,Avg,9.0
trbovlje,2021,Avg,
zagorje,2021,Avg,24.0
koper,2021,Avg,13.0
novo mesto,2021,Avg,10.0
sostanj,2021,Avg,8.0
zavodnje,2021,Avg,7.0
skale,2021,Avg,5.0
mobilna tes,2021,Avg,8.0
sv. mohor,2021,Avg,3.0
lj center,2021,Avg,55.0
zadobrova,2021,Avg,15.0
ce gaji,2021,Avg,12.0
mb tezno,2021,Avg,18.0
lj bezigrad,2021,Sep,28.0
lj celovska,2021,Sep,54.0
mb titova,2021,Sep,52.0
mb vrbanski,2021,Sep,8.0
ce bolnica,2021,Sep,30.0
ms rakican,2021,Sep,15.0
ng grcna,2021,Sep,37.0
deskle,2021,Sep,12.0
trbovlje,2021,Sep,
zagorje,2021,Sep,31.0
koper,2021,Sep,14.0
novo mesto,2021,Sep,12.0
sostanj,2021,Sep,11.0
zavodnje,2021,Sep,8.0
skale,2021,Sep,6.0
mobilna tes,2021,Sep,15.0
sv. mohor,2021,Sep,6.0
lj center,2021,Sep,75.0
zadobrova,2021,Sep,17.0
ce gaji,2021,Sep,15.0
mb tezno,2021,Sep,29.0
lj bezigrad,2021,Okt,48.0
lj celovska,2021,Okt,82.0
mb titova,2021,Okt,61.0
mb vrbanski,2021,Okt,12.0
ce bolnica,2021,Okt,43.0
ms rakican,2021,Okt,16.0
ng grcna,2021,Okt,53.0
deskle,2021,Okt,14.0
trbovlje,2021,Okt,
zagorje,2021,Okt,39.0
koper,2021,Okt,14.0
novo mesto,2021,Okt,17.0
sostanj,2021,Okt,12.0
zavodnje,2021,Okt,6.0
skale,2021,Okt,8.0
mobilna tes,2021,Okt,16.0
sv. mohor,2021,Okt,7.0
lj center,2021,Okt,91.0
zadobrova,2021,Okt,26.0
ce gaji,2021,Okt,24.0
mb tezno,2021,Okt,39.0
lj bezigrad,2021,Nov,60.0
lj celovska,2021,Nov,104.0
mb titova,2021,Nov,74.0
mb vrbanski,2021,Nov,18.0
ce bolnica,2021,Nov,53.0
ms rakican,2021,Nov,24.0
ng grcna,2021,Nov,66.0
deskle,2021,Nov,15.0
trbovlje,2021,Nov,
zagorje,2021,Nov,50.0
koper,2021,Nov,21.0
novo mesto,2021,Nov,23.0
sostanj,2021,Nov,19.0
zavodnje,2021,Nov,9.0
skale,2021,Nov,14.0
mobilna tes,2021,Nov,25.0
sv. mohor,2021,Nov,10.0
lj center,2021,Nov,94.0
zadobrova,2021,Nov,32.0
ce gaji,2021,Nov,36.0
mb tezno,2021,Nov,53.0
lj bezigrad,2021,Dec,95.0
lj celovska,2021,Dec,155.0
mb titova,2021,Dec,72.0
mb vrbanski,2021,Dec,22.0
ce bolnica,2021,Dec,80.0
ms rakican,2021,Dec,34.0
ng grcna,2021,Dec,99.0
deskle,2021,Dec,20.0
trbovlje,2021,Dec,
zagorje,2021,Dec,61.0
koper,2021,Dec,35.0
novo mesto,2021,Dec,31.0
sostanj,2021,Dec,26.0
zavodnje,2021,Dec,8.0
skale,2021,Dec,15.0
mobilna tes,2021,Dec,34.0
sv. mohor,2021,Dec,14.0
lj center,2021,Dec,160.0
zadobrova,2021,Dec,50.0
ce gaji,2021,Dec,61.0
mb tezno,2021,Dec,80.0
lj bezigrad,2022,Jan,102.0
lj celovska,2022,Jan,155.0
mb titova,2022,Jan,82.0
mb vrbanski,2022,Jan,20.0
ce bolnica,2022,Jan,82.0
ms rakican,2022,Jan,31.0
ng grcna,2022,Jan,86.0
zagorje,2022,Jan,77.0
koper,2022,Jan,32.0
novo mesto,2022,Jan,30.0
sostanj,2022,Jan,21.0
zavodnje,2022,Jan,8.0
skale,2022,Jan,13.0
mobilna tes,2022,Jan,32.0
sv. mohor,2022,Jan,11.0
lj center,2022,Jan,169.0
zadobrova,2022,Jan,88.0
ce gaji,2022,Jan,59.0
mb tezno,2022,Jan,111.0
lj bezigrad,2022,Feb,49.0
lj celovska,2022,Feb,83.0
mb titova,2022,Feb,68.0
mb vrbanski,2022,Feb,15.0
ce bolnica,2022,Feb,61.0
ms rakican,2022,Feb,18.0
ng grcna,2022,Feb,69.0
zagorje,2022,Feb,52.0
koper,2022,Feb,31.0
novo mesto,2022,Feb,23.0
sostanj,2022,Feb,18.0
zavodnje,2022,Feb,6.0
skale,2022,Feb,10.0
mobilna tes,2022,Feb,25.0
sv. mohor,2022,Feb,8.0
lj center,2022,Feb,94.0
zadobrova,2022,Feb,42.0
ce gaji,2022,Feb,48.0
mb tezno,2022,Feb,50.0
lj bezigrad,2022,Mar,40.0
lj celovska,2022,Mar,70.0
mb titova,2022,Mar,60.0
mb vrbanski,2022,Mar,11.0
ce bolnica,2022,Mar,49.0
ms rakican,2022,Mar,17.0
ng grcna,2022,Mar,56.0
zagorje,2022,Mar,45.0
koper,2022,Mar,22.0
novo mesto,2022,Mar,18.0
sostanj,2022,Mar,18.0
zavodnje,2022,Mar,10.0
skale,2022,Mar,11.0
mobilna tes,2022,Mar,28.0
sv. mohor,2022,Mar,7.0
lj center,2022,Mar,91.0
zadobrova,2022,Mar,28.0
ce gaji,2022,Mar,38.0
mb tezno,2022,Mar,44.0
lj bezigrad,2022,Apr,22.0
lj celovska,2022,Apr,46.0
mb titova,2022,Apr,45.0
mb vrbanski,2022,Apr,8.0
ce bolnica,2022,Apr,25.0
ms rakican,2022,Apr,9.0
ng grcna,2022,Apr,29.0
zagorje,2022,Apr,30.0
koper,2022,Apr,15.0
novo mesto,2022,Apr,11.0
sostanj,2022,Apr,9.0
zavodnje,2022,Apr,6.0
skale,2022,Apr,6.0
mobilna tes,2022,Apr,13.0
sv. mohor,2022,Apr,4.0
lj center,2022,Apr,64.0
zadobrova,2022,Apr,17.0
ce gaji,2022,Apr,20.0
mb tezno,2022,Apr,22.0
lj bezigrad,2022,Maj,18.0
lj celovska,2022,Maj,41.0
mb titova,2022,Maj,42.0
mb vrbanski,2022,Maj,7.0
ce bolnica,2022,Maj,23.0
ms rakican,2022,Maj,9.0
ng grcna,2022,Maj,23.0
zagorje,2022,Maj,29.0
koper,2022,Maj,15.0
novo mesto,2022,Maj,8.0
sostanj,2022,Maj,6.0
zavodnje,2022,Maj,7.0
skale,2022,Maj,4.0
mobilna tes,2022,Maj,11.0
sv. mohor,2022,Maj,5.0
lj center,2022,Maj,79.0
zadobrova,2022,Maj,12.0
ce gaji,2022,Maj,17.0
mb tezno,2022,Maj,17.0
lj bezigrad,2022,Jun,16.0
lj celovska,2022,Jun,37.0
mb titova,2022,Jun,42.0
mb vrbanski,2022,Jun,6.0
ce bolnica,2022,Jun,20.0
ms rakican,2022,Jun,6.0
ng grcna,2022,Jun,22.0
zagorje,2022,Jun,26.0
koper,2022,Jun,14.0
novo mesto,2022,Jun,7.0
sostanj,2022,Jun,8.0
zavodnje,2022,Jun,6.0
skale,2022,Jun,4.0
mobilna tes,2022,Jun,13.0
sv. mohor,2022,Jun,3.0
lj center,2022,Jun,67.0
zadobrova,2022,Jun,12.0
ce gaji,2022,Jun,16.0
mb tezno,2022,Jun,13.0
lj bezigrad,2022,Jul,12.0
lj celovska,2022,Jul,30.0
mb titova,2022,Jul,36.0
mb vrbanski,2022,Jul,5.0
ce bolnica,2022,Jul,18.0
ms rakican,2022,Jul,6.0
ng grcna,2022,Jul,20.0
zagorje,2022,Jul,21.0
koper,2022,Jul,12.0
novo mesto,2022,Jul,7.0
sostanj,2022,Jul,11.0
zavodnje,2022,Jul,4.0
skale,2022,Jul,5.0
mobilna tes,2022,Jul,11.0
sv. mohor,2022,Jul,3.0
lj center,2022,Jul,54.0
zadobrova,2022,Jul,15.0
ce gaji,2022,Jul,17.0
mb tezno,2022,Jul,14.0
lj bezigrad,2022,Avg,13.0
lj celovska,2022,Avg,32.0
mb titova,2022,Avg,34.0
mb vrbanski,2022,Avg,5.0
ce bolnica,2022,Avg,18.0
ms rakican,2022,Avg,6.0
ng grcna,2022,Avg,22.0
zagorje,2022,Avg,22.0
koper,2022,Avg,13.0
novo mesto,2022,Avg,7.0
sostanj,2022,Avg,8.0
zavodnje,2022,Avg,3.0
skale,2022,Avg,5.0
mobilna tes,2022,Avg,10.0
sv. mohor,2022,Avg,3.0
lj center,2022,Avg,59.0
zadobrova,2022,Avg,12.0
ce gaji,2022,Avg,18.0
mb tezno,2022,Avg,16.0
lj bezigrad,2022,Sep,22.0
lj celovska,2022,Sep,49.0
mb titova,2022,Sep,40.0
mb vrbanski,2022,Sep,6.0
ce bolnica,2022,Sep,25.0
ms rakican,2022,Sep,9.0
ng grcna,2022,Sep,31.0
zagorje,2022,Sep,27.0
koper,2022,Sep,10.0
novo mesto,2022,Sep,9.0
sostanj,2022,Sep,10.0
zavodnje,2022,Sep,3.0
skale,2022,Sep,5.0
mobilna tes,2022,Sep,13.0
sv. mohor,2022,Sep,4.0
lj center,2022,Sep,72.0
zadobrova,2022,Sep,16.0
ce gaji,2022,Sep,21.0
mb tezno,2022,Sep,32.0
lj bezigrad,2022,Okt,51.0
lj celovska,2022,Okt,72.0
mb titova,2022,Okt,60.0
mb vrbanski,2022,Okt,11.0
ce bolnica,2022,Okt,40.0
ms rakican,2022,Okt,18.0
