Postaja,Regija,Leto,Mesec,PM10,SO2,NO2,NOX
iskrba,Jugovzhodna Slovenija,2006,Jan,30.0,,,
koper,Obalno-kraška,2006,Jan,33.0,,,
kovk,Zasavska,2006,Jan,,9.0,19.0,23.0
kum,Zasavska,2006,Jan,,1.0,,
ljubljana b.,Osrednjeslovenska,2006,Jan,,13.0,,
ljubljana bez.,Osrednjeslovenska,2006,Jan,68.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Jan,,,45.0,83.0
maribor,Podravska,2006,Jan,71.0,16.0,55.0,109.0
murska s.-rakican,Pomurska,2006,Jan,86.0,7.0,16.0,41.0
nova gorica,Goriška,2006,Jan,39.0,11.0,34.0,67.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Jan,,11.0,,
pesje,Posavska,2006,Jan,47.0,9.0,,
prapretno,Zasavska,2006,Jan,56.0,,,
ravenska vas,Zasavska,2006,Jan,,27.0,,
skale,Savinjska,2006,Jan,46.0,5.0,18.0,20.0
sostanj,Savinjska,2006,Jan,,6.0,,
topolsica,Savinjska,2006,Jan,,7.0,,
trbovlje,Zasavska,2006,Jan,68.0,17.0,27.0,52.0
velenje,Savinjska,2006,Jan,,8.0,,
veliki vrh,Savinjska,2006,Jan,,36.0,,
vnajnarje,Osrednjeslovenska,2006,Jan,38.0,,9.0,10.0
zagorje,Zasavska,2006,Jan,85.0,10.0,,
zavodnje,Savinjska,2006,Jan,,15.0,5.0,6.0
celje,Savinjska,2006,Feb,53.0,8.0,46.0,72.0
dobovec,Zasavska,2006,Feb,,4.0,,
eis celje,Savinjska,2006,Feb,,3.0,,
eis krsko,Posavska,2006,Feb,,37.0,,
eis teb,Savinjska,2006,Feb,,8.0,,
eis teb (sv.mohor),Savinjska,2006,Feb,,,3.0,3.0
eis-celje,Savinjska,2006,Feb,68.0,,,
graska gora,Koroška,2006,Feb,,9.0,,
hrastnik,Zasavska,2006,Feb,,10.0,,
iskrba,Jugovzhodna Slovenija,2006,Feb,16.0,,,
koper,Obalno-kraška,2006,Feb,33.0,,,
kovk,Zasavska,2006,Feb,,5.0,17.0,19.0
kum,Zasavska,2006,Feb,,4.0,,
ljubljana b.,Osrednjeslovenska,2006,Feb,,8.0,,
ljubljana bez.,Osrednjeslovenska,2006,Feb,48.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Feb,,,45.0,77.0
maribor,Podravska,2006,Feb,53.0,11.0,53.0,100.0
murska s.-rakican,Pomurska,2006,Feb,45.0,9.0,17.0,22.0
nova gorica,Goriška,2006,Feb,35.0,7.0,30.0,57.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Feb,,7.0,,
pesje,Posavska,2006,Feb,35.0,7.0,,
prapretno,Zasavska,2006,Feb,33.0,,,
ravenska vas,Zasavska,2006,Feb,,10.0,,
skale,Savinjska,2006,Feb,32.0,5.0,18.0,21.0
sostanj,Savinjska,2006,Feb,,10.0,,
topolsica,Savinjska,2006,Feb,,6.0,,
trbovlje,Zasavska,2006,Feb,60.0,11.0,32.0,50.0
velenje,Savinjska,2006,Feb,,6.0,,
veliki vrh,Savinjska,2006,Feb,,32.0,,
vnajnarje,Osrednjeslovenska,2006,Feb,34.0,,9.0,11.0
zagorje,Zasavska,2006,Feb,73.0,8.0,,
zavodnje,Savinjska,2006,Feb,,14.0,7.0,11.0
celje,Savinjska,2006,Mar,38.0,9.0,31.0,42.0
dobovec,Zasavska,2006,Mar,,2.0,,
eis celje,Savinjska,2006,Mar,,2.0,,
eis krsko,Posavska,2006,Mar,,20.0,,
eis teb,Savinjska,2006,Mar,,12.0,,
eis teb (sv.mohor),Savinjska,2006,Mar,,,2.0,3.0
eis-celje,Savinjska,2006,Mar,48.0,,,
graska gora,Koroška,2006,Mar,,8.0,,
hrastnik,Zasavska,2006,Mar,,9.0,,
iskrba,Jugovzhodna Slovenija,2006,Mar,17.0,,,
koper,Obalno-kraška,2006,Mar,39.0,,,
kovk,Zasavska,2006,Mar,,14.0,12.0,13.0
kum,Zasavska,2006,Mar,,7.0,,
ljubljana b.,Osrednjeslovenska,2006,Mar,,7.0,,
ljubljana bez.,Osrednjeslovenska,2006,Mar,37.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Mar,,,37.0,47.0
maribor,Podravska,2006,Mar,49.0,7.0,44.0,69.0
murska s.-rakican,Pomurska,2006,Mar,36.0,9.0,15.0,18.0
nova gorica,Goriška,2006,Mar,35.0,4.0,25.0,40.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Mar,,5.0,,
pesje,Posavska,2006,Mar,32.0,5.0,,
prapretno,Zasavska,2006,Mar,33.0,,,
ravenska vas,Zasavska,2006,Mar,,7.0,,
skale,Savinjska,2006,Mar,29.0,4.0,11.0,13.0
sostanj,Savinjska,2006,Mar,,10.0,,
topolsica,Savinjska,2006,Mar,,4.0,,
trbovlje,Zasavska,2006,Mar,46.0,12.0,25.0,33.0
velenje,Savinjska,2006,Mar,,6.0,,
veliki vrh,Savinjska,2006,Mar,,22.0,,
vnajnarje,Osrednjeslovenska,2006,Mar,29.0,,6.0,6.0
zagorje,Zasavska,2006,Mar,61.0,7.0,,
zavodnje,Savinjska,2006,Mar,,9.0,3.0,4.0
celje,Savinjska,2006,Apr,25.0,7.0,22.0,30.0
dobovec,Zasavska,2006,Apr,,3.0,,
eis celje,Savinjska,2006,Apr,,0.0,,
eis krsko,Posavska,2006,Apr,,41.0,,
eis teb,Savinjska,2006,Apr,,16.0,,
eis teb (sv.mohor),Savinjska,2006,Apr,,,1.0,2.0
eis-celje,Savinjska,2006,Apr,37.0,,,
graska gora,Koroška,2006,Apr,,4.0,,
hrastnik,Zasavska,2006,Apr,,4.0,,
iskrba,Jugovzhodna Slovenija,2006,Apr,12.0,,,
koper,Obalno-kraška,2006,Apr,34.0,,,
kovk,Zasavska,2006,Apr,,7.0,11.0,12.0
kum,Zasavska,2006,Apr,,1.0,,
ljubljana b.,Osrednjeslovenska,2006,Apr,,6.0,,
ljubljana bez.,Osrednjeslovenska,2006,Apr,25.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Apr,,,26.0,32.0
maribor,Podravska,2006,Apr,33.0,4.0,33.0,49.0
murska s.-rakican,Pomurska,2006,Apr,24.0,6.0,15.0,17.0
nova gorica,Goriška,2006,Apr,24.0,2.0,20.0,31.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Apr,,3.0,,
pesje,Posavska,2006,Apr,23.0,3.0,,
prapretno,Zasavska,2006,Apr,26.0,,,
ravenska vas,Zasavska,2006,Apr,,13.0,,
skale,Savinjska,2006,Apr,20.0,2.0,7.0,7.0
sostanj,Savinjska,2006,Apr,,4.0,,
topolsica,Savinjska,2006,Apr,,2.0,,
trbovlje,Zasavska,2006,Apr,32.0,7.0,24.0,33.0
velenje,Savinjska,2006,Apr,,6.0,,
veliki vrh,Savinjska,2006,Apr,,5.0,,
vnajnarje,Osrednjeslovenska,2006,Apr,19.0,,3.0,4.0
zagorje,Zasavska,2006,Apr,33.0,6.0,,
zavodnje,Savinjska,2006,Apr,,2.0,1.0,1.0
celje,Savinjska,2006,Maj,27.0,8.0,22.0,28.0
dobovec,Zasavska,2006,Maj,,6.0,,
eis celje,Savinjska,2006,Maj,,0.0,,
eis krsko,Posavska,2006,Maj,,20.0,,
eis teb,Savinjska,2006,Maj,,10.0,,
eis teb (sv.mohor),Savinjska,2006,Maj,,,1.0,2.0
eis-celje,Savinjska,2006,Maj,29.0,,,
graska gora,Koroška,2006,Maj,,3.0,,
hrastnik,Zasavska,2006,Maj,,4.0,,
iskrba,Jugovzhodna Slovenija,2006,Maj,15.0,,,
koper,Obalno-kraška,2006,Maj,35.0,,,
kovk,Zasavska,2006,Maj,,13.0,9.0,11.0
kum,Zasavska,2006,Maj,,5.0,,
ljubljana b.,Osrednjeslovenska,2006,Maj,,5.0,,
ljubljana bez.,Osrednjeslovenska,2006,Maj,26.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Maj,,,19.0,22.0
maribor,Podravska,2006,Maj,32.0,5.0,33.0,49.0
murska s.-rakican,Pomurska,2006,Maj,25.0,6.0,19.0,29.0
nova gorica,Goriška,2006,Maj,29.0,2.0,17.0,26.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Maj,,3.0,,
pesje,Posavska,2006,Maj,26.0,2.0,,
prapretno,Zasavska,2006,Maj,31.0,,,
ravenska vas,Zasavska,2006,Maj,,16.0,,
skale,Savinjska,2006,Maj,24.0,2.0,6.0,6.0
sostanj,Savinjska,2006,Maj,,7.0,,
topolsica,Savinjska,2006,Maj,,3.0,,
trbovlje,Zasavska,2006,Maj,31.0,4.0,22.0,30.0
velenje,Savinjska,2006,Maj,,5.0,,
veliki vrh,Savinjska,2006,Maj,,13.0,,
vnajnarje,Osrednjeslovenska,2006,Maj,21.0,,3.0,3.0
zagorje,Zasavska,2006,Maj,33.0,7.0,,
zavodnje,Savinjska,2006,Maj,,3.0,1.0,1.0
celje,Savinjska,2006,Jun,31.0,8.0,21.0,25.0
dobovec,Zasavska,2006,Jun,,12.0,,
eis celje,Savinjska,2006,Jun,,0.0,,
eis krsko,Posavska,2006,Jun,,37.0,,
eis teb,Savinjska,2006,Jun,,13.0,,
eis teb (sv.mohor),Savinjska,2006,Jun,,,3.0,3.0
eis-celje,Savinjska,2006,Jun,33.0,,,
graska gora,Koroška,2006,Jun,,4.0,,
hrastnik,Zasavska,2006,Jun,,5.0,,
iskrba,Jugovzhodna Slovenija,2006,Jun,19.0,,,
koper,Obalno-kraška,2006,Jun,43.0,,,
kovk,Zasavska,2006,Jun,,16.0,7.0,9.0
kum,Zasavska,2006,Jun,,3.0,,
ljubljana b.,Osrednjeslovenska,2006,Jun,,3.0,,
ljubljana bez.,Osrednjeslovenska,2006,Jun,30.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Jun,,,20.0,23.0
maribor,Podravska,2006,Jun,39.0,6.0,37.0,51.0
murska s.-rakican,Pomurska,2006,Jun,29.0,8.0,9.0,10.0
nova gorica,Goriška,2006,Jun,36.0,2.0,19.0,27.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Jun,,3.0,,
pesje,Posavska,2006,Jun,29.0,3.0,,
prapretno,Zasavska,2006,Jun,37.0,,,
ravenska vas,Zasavska,2006,Jun,,18.0,,
skale,Savinjska,2006,Jun,27.0,2.0,5.0,5.0
sostanj,Savinjska,2006,Jun,,9.0,,
topolsica,Savinjska,2006,Jun,,4.0,,
trbovlje,Zasavska,2006,Jun,35.0,5.0,23.0,31.0
velenje,Savinjska,2006,Jun,,4.0,,
veliki vrh,Savinjska,2006,Jun,,21.0,,
vnajnarje,Osrednjeslovenska,2006,Jun,24.0,,2.0,3.0
zagorje,Zasavska,2006,Jun,39.0,5.0,,
zavodnje,Savinjska,2006,Jun,,9.0,3.0,3.0
celje,Savinjska,2006,Jul,28.0,4.0,19.0,22.0
dobovec,Zasavska,2006,Jul,,5.0,,
eis celje,Savinjska,2006,Jul,,0.0,,
eis krsko,Posavska,2006,Jul,,50.0,,
eis teb,Savinjska,2006,Jul,,5.0,,
eis teb (sv.mohor),Savinjska,2006,Jul,,,7.0,8.0
eis-celje,Savinjska,2006,Jul,28.0,,,
graska gora,Koroška,2006,Jul,,4.0,,
hrastnik,Zasavska,2006,Jul,,4.0,,
iskrba,Jugovzhodna Slovenija,2006,Jul,18.0,,,
koper,Obalno-kraška,2006,Jul,40.0,,,
kovk,Zasavska,2006,Jul,,9.0,10.0,10.0
kum,Zasavska,2006,Jul,,7.0,,
ljubljana b.,Osrednjeslovenska,2006,Jul,,3.0,,
ljubljana bez.,Osrednjeslovenska,2006,Jul,30.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Jul,,,20.0,22.0
maribor,Podravska,2006,Jul,38.0,6.0,33.0,43.0
murska s.-rakican,Pomurska,2006,Jul,29.0,9.0,9.0,12.0
nova gorica,Goriška,2006,Jul,32.0,2.0,15.0,21.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Jul,,3.0,,
pesje,Posavska,2006,Jul,26.0,3.0,,
prapretno,Zasavska,2006,Jul,35.0,,,
ravenska vas,Zasavska,2006,Jul,,20.0,,
skale,Savinjska,2006,Jul,24.0,2.0,5.0,6.0
sostanj,Savinjska,2006,Jul,,7.0,,
topolsica,Savinjska,2006,Jul,,6.0,,
trbovlje,Zasavska,2006,Jul,34.0,6.0,23.0,31.0
velenje,Savinjska,2006,Jul,,5.0,,
veliki vrh,Savinjska,2006,Jul,,24.0,,
vnajnarje,Osrednjeslovenska,2006,Jul,28.0,,2.0,2.0
zagorje,Zasavska,2006,Jul,34.0,6.0,,
zavodnje,Savinjska,2006,Jul,,8.0,4.0,5.0
celje,Savinjska,2006,Avg,19.0,2.0,16.0,22.0
dobovec,Zasavska,2006,Avg,,2.0,,
eis celje,Savinjska,2006,Avg,,0.0,,
eis krsko,Posavska,2006,Avg,,32.0,,
eis teb,Savinjska,2006,Avg,,8.0,,
eis teb (sv.mohor),Savinjska,2006,Avg,,,7.0,8.0
eis-celje,Savinjska,2006,Avg,22.0,,,
graska gora,Koroška,2006,Avg,,4.0,,
hrastnik,Zasavska,2006,Avg,,2.0,,
iskrba,Jugovzhodna Slovenija,2006,Avg,10.0,,,
koper,Obalno-kraška,2006,Avg,30.0,,,
kovk,Zasavska,2006,Avg,,4.0,11.0,13.0
kum,Zasavska,2006,Avg,,6.0,,
ljubljana b.,Osrednjeslovenska,2006,Avg,,2.0,,
ljubljana bez.,Osrednjeslovenska,2006,Avg,22.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Avg,,,23.0,28.0
maribor,Podravska,2006,Avg,28.0,4.0,28.0,42.0
murska s.-rakican,Pomurska,2006,Avg,17.0,4.0,10.0,12.0
nova gorica,Goriška,2006,Avg,24.0,1.0,16.0,26.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Avg,,2.0,,
pesje,Posavska,2006,Avg,16.0,2.0,,
prapretno,Zasavska,2006,Avg,23.0,,,
ravenska vas,Zasavska,2006,Avg,,15.0,,
skale,Savinjska,2006,Avg,15.0,2.0,4.0,5.0
sostanj,Savinjska,2006,Avg,,10.0,,
topolsica,Savinjska,2006,Avg,,2.0,,
trbovlje,Zasavska,2006,Avg,23.0,6.0,19.0,29.0
velenje,Savinjska,2006,Avg,,4.0,,
veliki vrh,Savinjska,2006,Avg,,15.0,,
vnajnarje,Osrednjeslovenska,2006,Avg,15.0,,3.0,3.0
zagorje,Zasavska,2006,Avg,23.0,2.0,,
zavodnje,Savinjska,2006,Avg,,3.0,1.0,2.0
celje,Savinjska,2006,Sep,33.0,5.0,26.0,38.0
dobovec,Zasavska,2006,Sep,,7.0,,
eis celje,Savinjska,2006,Sep,,0.0,,
eis krsko,Posavska,2006,Sep,,2.0,,
eis teb,Savinjska,2006,Sep,,11.0,,
eis teb (sv.mohor),Savinjska,2006,Sep,,,5.0,6.0
eis-celje,Savinjska,2006,Sep,33.0,,,
graska gora,Koroška,2006,Sep,,3.0,,
hrastnik,Zasavska,2006,Sep,,1.0,,
iskrba,Jugovzhodna Slovenija,2006,Sep,16.0,,,
koper,Obalno-kraška,2006,Sep,37.0,,,
kovk,Zasavska,2006,Sep,,7.0,7.0,9.0
kum,Zasavska,2006,Sep,,2.0,,
ljubljana b.,Osrednjeslovenska,2006,Sep,,5.0,,
ljubljana bez.,Osrednjeslovenska,2006,Sep,32.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Sep,,,27.0,37.0
maribor,Podravska,2006,Sep,43.0,3.0,38.0,60.0
murska s.-rakican,Pomurska,2006,Sep,32.0,7.0,11.0,15.0
nova gorica,Goriška,2006,Sep,30.0,3.0,20.0,29.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Sep,,4.0,,
pesje,Posavska,2006,Sep,29.0,3.0,,
prapretno,Zasavska,2006,Sep,34.0,,,
ravenska vas,Zasavska,2006,Sep,,17.0,,
skale,Savinjska,2006,Sep,27.0,1.0,3.0,3.0
sostanj,Savinjska,2006,Sep,,8.0,,
topolsica,Savinjska,2006,Sep,,5.0,,
trbovlje,Zasavska,2006,Sep,37.0,7.0,22.0,41.0
velenje,Savinjska,2006,Sep,,4.0,,
veliki vrh,Savinjska,2006,Sep,,17.0,,
vnajnarje,Osrednjeslovenska,2006,Sep,27.0,,3.0,3.0
zagorje,Zasavska,2006,Sep,36.0,5.0,,
zavodnje,Savinjska,2006,Sep,,10.0,5.0,7.0
celje,Savinjska,2006,Okt,36.0,11.0,24.0,47.0
dobovec,Zasavska,2006,Okt,,6.0,,
eis celje,Savinjska,2006,Okt,,0.0,,
eis krsko,Posavska,2006,Okt,,2.0,,
eis teb,Savinjska,2006,Okt,,13.0,,
eis teb (sv.mohor),Savinjska,2006,Okt,,,4.0,6.0
eis-celje,Savinjska,2006,Okt,45.0,,,
graska gora,Koroška,2006,Okt,,5.0,,
hrastnik,Zasavska,2006,Okt,,3.0,,
iskrba,Jugovzhodna Slovenija,2006,Okt,16.0,,,
koper,Obalno-kraška,2006,Okt,31.0,,,
kovk,Zasavska,2006,Okt,,20.0,12.0,14.0
kum,Zasavska,2006,Okt,,2.0,,
ljubljana b.,Osrednjeslovenska,2006,Okt,,3.0,,
ljubljana bez.,Osrednjeslovenska,2006,Okt,39.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Okt,,,28.0,49.0
maribor,Podravska,2006,Okt,52.0,5.0,37.0,75.0
murska s.-rakican,Pomurska,2006,Okt,34.0,8.0,16.0,25.0
nova gorica,Goriška,2006,Okt,37.0,3.0,25.0,43.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Okt,,4.0,,
pesje,Posavska,2006,Okt,25.0,3.0,,
prapretno,Zasavska,2006,Okt,34.0,,,
ravenska vas,Zasavska,2006,Okt,,15.0,,
skale,Savinjska,2006,Okt,23.0,2.0,1.0,2.0
sostanj,Savinjska,2006,Okt,,10.0,,
topolsica,Savinjska,2006,Okt,,3.0,,
trbovlje,Zasavska,2006,Okt,49.0,9.0,22.0,53.0
velenje,Savinjska,2006,Okt,,3.0,,
veliki vrh,Savinjska,2006,Okt,,16.0,,
vnajnarje,Osrednjeslovenska,2006,Okt,28.0,,4.0,4.0
zagorje,Zasavska,2006,Okt,47.0,4.0,,
zavodnje,Savinjska,2006,Okt,,6.0,3.0,4.0
celje,Savinjska,2006,Nov,40.0,6.0,29.0,64.0
dobovec,Zasavska,2006,Nov,,5.0,,
eis celje,Savinjska,2006,Nov,,1.0,,
eis krsko,Posavska,2006,Nov,,2.0,,
eis teb,Savinjska,2006,Nov,,13.0,,
eis teb (sv.mohor),Savinjska,2006,Nov,,,2.0,8.0
eis-celje,Savinjska,2006,Nov,48.0,,,
graska gora,Koroška,2006,Nov,,10.0,,
hrastnik,Zasavska,2006,Nov,,3.0,,
iskrba,Jugovzhodna Slovenija,2006,Nov,12.0,,,
koper,Obalno-kraška,2006,Nov,33.0,,,
kovk,Zasavska,2006,Nov,,18.0,15.0,19.0
kum,Zasavska,2006,Nov,,8.0,,
ljubljana b.,Osrednjeslovenska,2006,Nov,,5.0,,
ljubljana bez.,Osrednjeslovenska,2006,Nov,34.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Nov,,,35.0,62.0
maribor,Podravska,2006,Nov,49.0,6.0,44.0,104.0
murska s.-rakican,Pomurska,2006,Nov,37.0,6.0,23.0,41.0
nova gorica,Goriška,2006,Nov,45.0,6.0,33.0,71.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Nov,,6.0,,
pesje,Posavska,2006,Nov,25.0,5.0,,
prapretno,Zasavska,2006,Nov,33.0,,,
ravenska vas,Zasavska,2006,Nov,,16.0,,
skale,Savinjska,2006,Nov,21.0,6.0,0.0,3.0
sostanj,Savinjska,2006,Nov,,7.0,,
topolsica,Savinjska,2006,Nov,,3.0,,
trbovlje,Zasavska,2006,Nov,39.0,10.0,20.0,38.0
velenje,Savinjska,2006,Nov,,4.0,,
veliki vrh,Savinjska,2006,Nov,,21.0,,
vnajnarje,Osrednjeslovenska,2006,Nov,30.0,,7.0,7.0
zagorje,Zasavska,2006,Nov,48.0,5.0,,
zavodnje,Savinjska,2006,Nov,,9.0,6.0,8.0
celje,Savinjska,2006,Dec,40.0,7.0,30.0,73.0
dobovec,Zasavska,2006,Dec,,7.0,,
eis celje,Savinjska,2006,Dec,,2.0,,
eis krsko,Posavska,2006,Dec,,2.0,,
eis teb,Savinjska,2006,Dec,,8.0,,
eis teb (sv.mohor),Savinjska,2006,Dec,,,8.0,9.0
eis-celje,Savinjska,2006,Dec,53.0,,,
graska gora,Koroška,2006,Dec,,4.0,,
hrastnik,Zasavska,2006,Dec,,7.0,,
iskrba,Jugovzhodna Slovenija,2006,Dec,13.0,,,
koper,Obalno-kraška,2006,Dec,31.0,,,
kovk,Zasavska,2006,Dec,,16.0,11.0,17.0
kum,Zasavska,2006,Dec,,6.0,,
ljubljana b.,Osrednjeslovenska,2006,Dec,,4.0,,
ljubljana bez.,Osrednjeslovenska,2006,Dec,37.0,,,
ljubljana bezigrad,Osrednjeslovenska,2006,Dec,,,32.0,58.0
maribor,Podravska,2006,Dec,48.0,6.0,39.0,107.0
murska s.-rakican,Pomurska,2006,Dec,39.0,4.0,22.0,35.0
nova gorica,Goriška,2006,Dec,41.0,5.0,31.0,73.0
oms lj. (vnajnarje),Osrednjeslovenska,2006,Dec,,5.0,,
pesje,Posavska,2006,Dec,24.0,3.0,,
prapretno,Zasavska,2006,Dec,33.0,,,
ravenska vas,Zasavska,2006,Dec,,23.0,,
skale,Savinjska,2006,Dec,23.0,2.0,24.0,26.0
sostanj,Savinjska,2006,Dec,,14.0,,
topolsica,Savinjska,2006,Dec,,2.0,,
trbovlje,Zasavska,2006,Dec,49.0,10.0,24.0,55.0
velenje,Savinjska,2006,Dec,,5.0,,
veliki vrh,Savinjska,2006,Dec,,19.0,,
vnajnarje,Osrednjeslovenska,2006,Dec,18.0,,7.0,8.0
zagorje,Zasavska,2006,Dec,55.0,7.0,,
zavodnje,Savinjska,2006,Dec,,4.0,4.0,5.0
celje,Savinjska,2007,Jan,35.0,7.0,29.0,68.0
dobovec,Zasavska,2007,Jan,,6.0,,
eis celje,Savinjska,2007,Jan,,,,
eis teb (sv.mohor),Savinjska,2007,Jan,,13.0,7.0,9.0
eis-celje,Savinjska,2007,Jan,,,,
gorenje polje,Goriška,2007,Jan,43.0,,,
graska gora,Koroška,2007,Jan,,7.0,,
hrastnik,Zasavska,2007,Jan,,7.0,,
iskrba,Jugovzhodna Slovenija,2007,Jan,13.0,,,
koper,Obalno-kraška,2007,Jan,36.0,,,
kovk,Zasavska,2007,Jan,,14.0,20.0,15.0
kum,Zasavska,2007,Jan,,4.0,,
ljubljana b.,Osrednjeslovenska,2007,Jan,,4.0,,
ljubljana bez.,Osrednjeslovenska,2007,Jan,34.0,,,
ljubljana bezigrad,Osrednjeslovenska,2007,Jan,,,34.0,63.0
maribor,Podravska,2007,Jan,45.0,5.0,46.0,116.0
morsko,Goriška,2007,Jan,42.0,,,
murska s.-rakican,Pomurska,2007,Jan,37.0,6.0,25.0,47.0
nova gorica,Goriška,2007,Jan,44.0,8.0,32.0,73.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Jan,,11.0,,
pesje,Posavska,2007,Jan,23.0,4.0,,
prapretno,Zasavska,2007,Jan,34.0,,,
ravenska vas,Zasavska,2007,Jan,,12.0,,
skale,Savinjska,2007,Jan,27.0,6.0,18.0,37.0
sostanj,Savinjska,2007,Jan,,6.0,,
topolsica,Savinjska,2007,Jan,,3.0,,
trbovlje,Zasavska,2007,Jan,39.0,4.0,20.0,40.0
velenje,Savinjska,2007,Jan,,3.0,,
veliki vrh,Savinjska,2007,Jan,,27.0,,
vnajnarje,Osrednjeslovenska,2007,Jan,20.0,,9.0,10.0
zagorje,Zasavska,2007,Jan,53.0,8.0,,
zavodnje,Savinjska,2007,Jan,,11.0,4.0,14.0
celje,Savinjska,2007,Feb,38.0,7.0,28.0,56.0
dobovec,Zasavska,2007,Feb,,6.0,,
eis celje,Savinjska,2007,Feb,,,,
eis teb (sv.mohor),Savinjska,2007,Feb,,24.0,3.0,8.0
eis-celje,Savinjska,2007,Feb,,,,
gorenje polje,Goriška,2007,Feb,35.0,,,
graska gora,Koroška,2007,Feb,,7.0,,
hrastnik,Zasavska,2007,Feb,,6.0,,
iskrba,Jugovzhodna Slovenija,2007,Feb,14.0,,,
koper,Obalno-kraška,2007,Feb,28.0,,,
kovk,Zasavska,2007,Feb,,14.0,17.0,12.0
kum,Zasavska,2007,Feb,,5.0,,
ljubljana b.,Osrednjeslovenska,2007,Feb,,6.0,,
ljubljana bez.,Osrednjeslovenska,2007,Feb,39.0,,,
ljubljana bezigrad,Osrednjeslovenska,2007,Feb,,,38.0,67.0
maribor,Podravska,2007,Feb,47.0,4.0,44.0,94.0
morsko,Goriška,2007,Feb,,,,
murska s.-rakican,Pomurska,2007,Feb,32.0,5.0,20.0,28.0
nova gorica,Goriška,2007,Feb,36.0,5.0,29.0,57.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Feb,,7.0,,
pesje,Posavska,2007,Feb,24.0,4.0,,
prapretno,Zasavska,2007,Feb,39.0,,,
ravenska vas,Zasavska,2007,Feb,,15.0,,
skale,Savinjska,2007,Feb,31.0,5.0,18.0,13.0
sostanj,Savinjska,2007,Feb,,11.0,,
topolsica,Savinjska,2007,Feb,,3.0,,
trbovlje,Zasavska,2007,Feb,47.0,5.0,22.0,45.0
velenje,Savinjska,2007,Feb,,4.0,,
veliki vrh,Savinjska,2007,Feb,,17.0,,
vnajnarje,Osrednjeslovenska,2007,Feb,20.0,,9.0,5.0
zagorje,Zasavska,2007,Feb,58.0,6.0,,
zavodnje,Savinjska,2007,Feb,,6.0,7.0,13.0
celje,Savinjska,2007,Mar,37.0,5.0,27.0,45.0
dobovec,Zasavska,2007,Mar,,5.0,,
eis celje,Savinjska,2007,Mar,,,,
eis teb (sv.mohor),Savinjska,2007,Mar,,26.0,2.0,12.0
eis-celje,Savinjska,2007,Mar,,,,
gorenje polje,Goriška,2007,Mar,24.0,,,
graska gora,Koroška,2007,Mar,,4.0,,
hrastnik,Zasavska,2007,Mar,,7.0,,
iskrba,Jugovzhodna Slovenija,2007,Mar,16.0,,,
koper,Obalno-kraška,2007,Mar,29.0,,,
kovk,Zasavska,2007,Mar,,10.0,12.0,11.0
kum,Zasavska,2007,Mar,,4.0,,
ljubljana b.,Osrednjeslovenska,2007,Mar,,5.0,,
ljubljana bez.,Osrednjeslovenska,2007,Mar,33.0,,,
ljubljana bezigrad,Osrednjeslovenska,2007,Mar,,,32.0,43.0
maribor,Podravska,2007,Mar,55.0,3.0,42.0,68.0
morsko,Goriška,2007,Mar,28.0,,,
murska s.-rakican,Pomurska,2007,Mar,31.0,5.0,17.0,21.0
nova gorica,Goriška,2007,Mar,34.0,5.0,23.0,36.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Mar,,5.0,,
pesje,Posavska,2007,Mar,25.0,4.0,,
prapretno,Zasavska,2007,Mar,33.0,,,
ravenska vas,Zasavska,2007,Mar,,27.0,,
skale,Savinjska,2007,Mar,37.0,4.0,11.0,9.0
sostanj,Savinjska,2007,Mar,,7.0,,
topolsica,Savinjska,2007,Mar,,3.0,,
trbovlje,Zasavska,2007,Mar,48.0,7.0,28.0,50.0
velenje,Savinjska,2007,Mar,,2.0,,
veliki vrh,Savinjska,2007,Mar,,12.0,,
vnajnarje,Osrednjeslovenska,2007,Mar,15.0,,6.0,3.0
zagorje,Zasavska,2007,Mar,53.0,6.0,,
zavodnje,Savinjska,2007,Mar,,3.0,2.0,8.0
